poiid,name,feature,sightlevel,distance,com_count,com_score,heat_score
89974,格尔登寺,8,1,1,2,4.3,0.0
96391,红海草原,30,1,1,2,4.3,0.0
79077048,沱牌舍得文化旅游区,3,4,1,2,4.6,0.0
85302,箭竹海,30,1,1,3,4.7,0.0
56806267,高尔寺山,20,1,1,1,4.8,0.0
13811541,圣水禅林,8,1,1,2,4.5,0.0
85285,珍珠滩,20,1,1,3,4.7,0.0
75861,雪宝鼎,20,1,1,2,4.5,0.0
78133,潼南大佛寺,8,4,1,3,4.4,0.0
85471,黄龙寺,8,1,1,2,4.3,0.0
23574957,龙灯草原,39,1,1,2,4.8,0.0
71538628,凤仪湾中法农业科技园,3,1,1,2,4.0,0.0
60696972,成都华熙LIVE·528M空间,31,1,1,1,4.3,0.0
86410,玉蟾山,30,1,1,2,4.5,0.0
44017159,安顺场景区,3,4,1,2,4.1,0.0
89473,太蓬山,20,1,1,2,4.5,0.0
133913249,自贡方特恐龙王国,6,1,1,4,5.0,0.0
13682458,阆苑仙境大型实景演出,19,1,1,3,4.2,0.0
82012,万佛顶,20,1,1,2,4.6,0.0
10543636,日干乔大沼泽,20,1,1,2,4.1,0.0
56806268,二郎山隧道,3,1,1,2,4.3,0.0
10795221,唐家河漂流,23,1,1,3,4.8,0.0
69351398,峨眉山滑雪场,3,1,1,1,3.8,0.0
89467,宋代白塔,8,1,1,2,4.3,0.0
47951293,御泉湾温泉,14,1,1,2,4.5,0.0
18036782,广安文旅乐活城,3,1,1,2,4.3,0.0
24650321,红原县城,18,1,1,2,4.6,0.0
10520933,青林口古镇,15,1,1,2,4.1,0.0
95722,四号营地,20,1,1,2,4.6,0.0
10763276,广德寺风景区,8,1,1,3,4.5,0.0
23579279,金沙铺地,20,1,1,2,4.8,0.0
56806790,嘉陵江,20,1,1,1,4.4,0.0
131172004,乐山白日游船,59,1,1,1,5.0,0.0
13647404,中天楼,3,1,1,3,4.5,0.0
96402570,低坑大瀑布景区,20,1,1,1,3.9,0.0
20906509,兔子山,20,1,1,2,4.4,0.0
13703312,昌列寺,8,1,1,2,4.8,0.0
33764207,螺湖水世界,10,1,1,2,4.5,0.0
36950062,张公桥好吃街,9,1,1,2,4.5,0.0
18139692,铜梁奇彩梦园,3,4,1,4,4.3,0.0
89571,平武报恩寺,8,4,1,2,4.3,0.0
10543432,桫椤峡谷,20,1,1,2,4.1,0.0
93589,凤凰山公园,28,1,1,2,4.5,0.0
87535,沿口古镇,15,1,1,3,4.4,0.0
24651482,泸州博物馆,25,1,1,2,4.4,0.0
58304939,阿坝藏族羌族自治州马尔康步行街,9,1,1,1,4.8,0.0
91347,清代四川贡院,8,1,1,3,4.5,0.0
13280677,圣灵山地质公园,20,1,1,3,3.7,0.0
56806921,剪子弯山,20,1,1,2,4.4,0.0
24651743,茗山寺,8,1,1,2,4.3,0.0
69296235,西部大峡谷,20,4,1,1,5.0,0.0
10543607,禹迹山大佛旅游景区,8,1,1,2,4.4,0.0
82781,凌云寺,8,1,1,3,4.5,0.0
33191993,五凤山,20,1,1,1,3.8,0.0
99588,边边街,9,1,1,3,4.3,0.0
18584167,洗身洞,20,1,1,2,4.5,0.0
56809059,魏氏宅院,3,1,1,1,4.5,0.0
89579,罗浮山,0,4,1,2,4.3,5.3
69142902,大足石刻博物馆,25,1,1,2,4.6,0.0
10543285,青山岭森林公园,30,1,1,1,4.1,0.0
58279154,栗子坪自然保护区,30,1,1,1,4.5,0.0
93559,北湖公园,37,1,1,3,4.5,0.0
56810180,熊宗卡,20,1,1,2,4.3,0.0
69354635,重庆北温泉,47,1,1,1,5.0,0.0
82908,七仙湖风景区,20,1,1,2,4.2,0.0
20952350,雅哈垭口,20,1,1,1,4.5,0.0
80960,丹巴美人谷,20,1,1,2,4.3,0.0
18182423,广元曾家山滑雪场,3,1,1,3,4.2,0.0
55844735,翔龙山摩崖石刻,8,1,1,1,4.6,0.0
49842222,乐山硝洞,20,1,1,1,4.5,0.0
31673272,黄忠文化广场,18,1,2,2,4.7,0.0
95717,二号营地,47,1,1,2,4.3,0.0
33213378,漫天岭国际滑草场,4,1,1,2,4.3,0.0
77200242,华尖山,20,1,1,1,4.4,0.0
56809171,南溪古街,9,4,1,2,3.9,0.0
34492477,凤垚香谷水世界,10,1,1,2,3.8,0.0
69287734,斯丁措,3,1,1,0,0.0,0.0
89883,甲蕃古城,8,1,1,2,4.1,0.0
86412,方山,20,1,1,3,4.3,0.0
10521414,西南大学,3,1,1,3,4.7,0.0
33213188,宜宾欢乐海洋世界,68,1,1,2,4.2,0.0
29968188,七洞沟,39,4,1,2,4.0,0.0
13753780,观音寺,8,1,1,2,4.6,0.0
96993,佛手山风景区,20,1,1,2,4.7,0.0
56808928,骡马市青龙街,9,1,2,1,4.8,0.0
10786159,潼南崇龛油菜花,3,1,1,3,4.4,0.0
86395,泸州老窖国宝窖池,8,1,1,2,4.6,0.0
80067092,筋斗云滑翔伞基地(太古里店),35,1,1,0,0.0,0.0
91823,卧龙海,20,1,1,3,4.6,0.0
55844729,南关石牌坊古镇,15,1,1,4,5.0,0.0
67632652,甲居藏寨-碉堡,18,1,1,2,4.6,0.0
59745157,《飞夺泸定桥》实景剧,49,1,1,0,0.0,0.0
22866189,郭家巷,15,1,3,1,5.0,0.0
79438868,甘孜藏族自治州博物馆,25,1,1,1,4.6,0.0
20944629,乐山大佛碑刻,8,1,1,2,4.7,0.0
131896580,北关石牌坊,8,1,1,3,5.0,0.0
87517,邓小平故居陈列馆,3,1,1,0,0.0,0.0
51918731,金顶索道-上部站,3,1,1,1,4.8,0.0
83441810,中国桌山黑石公园,20,1,1,2,4.9,0.0
10795373,观音湖景区,20,4,1,3,4.7,0.0
82094,双江古镇,15,4,1,2,4.3,0.0
24654216,阴平古道,8,1,1,2,4.8,0.0
28207044,龙水湖水乐园,10,1,1,3,4.4,0.0
51867214,万年索道-上部站,3,1,1,1,5.0,0.0
79695518,甘孜州雅江县,9,1,1,1,5.0,0.0
31658337,现代艺术馆,34,1,2,2,4.4,0.0
20957870,中查沟,20,1,1,2,4.5,0.0
133528202,四川大渡河峡谷国家地质公园金口河园区,3,1,1,1,5.0,0.0
89471,升钟湖,20,4,1,2,4.6,0.0
38954388,中国工农红军强渡大渡河纪念地,3,1,1,0,0.0,0.0
24653584,五粮液酒史博物馆,25,1,1,2,4.5,0.0
87571,自贡尖山风景区,30,4,1,2,4.2,0.0
78432157,广元卡尔海洋世界,21,1,1,2,3.7,0.0
101695,中华侏罗纪探秘旅游区,4,4,1,3,3.6,0.0
56153154,峨嵋半山七里坪国际度假区,66,1,1,1,4.1,0.0
24654041,雅家埂红石滩公园,20,1,1,2,4.6,0.0
24652489,色尔坝藏寨,3,1,1,1,4.8,0.0
82841,南无寺(开场店),8,1,1,2,4.4,0.0
109658209,复仇者联盟世界巡回展·成都站,34,1,1,0,0.0,0.0
27320491,拉日马草原,39,1,1,1,4.8,0.0
100942,盆景池,20,1,1,2,4.5,0.0
24654043,雅克夏雪山,20,1,1,1,4.5,0.0
22549725,西部大峡谷四季水城,10,1,1,3,4.3,0.0
48211156,泸县宋代石刻博物馆,25,1,1,2,4.5,0.0
24651723,岷江源,20,1,1,2,4.3,0.0
28176739,白日山,30,1,1,1,4.0,0.0
82880,合江门,18,1,1,3,4.5,0.0
38983087,地震博物馆,25,1,1,2,5.0,0.0
91820,熊猫海瀑布,20,1,1,3,4.6,0.0
15054845,观音塘湿地公园,63,1,1,2,4.6,0.0
18119351,磨西天主教堂,3,1,1,2,4.1,0.0
20940845,峨眉山源头温泉,47,1,1,2,4.6,0.0
20952339,泉华滩,20,1,1,2,4.5,0.0
93605,毗卢洞文物景区,8,1,1,2,4.5,0.0
50610612,大风顶自然保护区,30,1,1,1,4.7,0.0
39073048,中国保宁醋文化博物馆,25,1,1,2,4.3,0.0
25344320,乐山大佛博物馆,25,1,1,2,4.6,0.0
82739,洗象池,8,1,1,2,4.4,0.0
124906724,袁天纲旧居,3,1,1,1,4.0,0.0
15129111,神女湖风景区,28,1,1,3,4.5,0.0
28177364,玉科草原,39,1,1,1,4.7,0.0
82849,水井子,20,1,1,2,3.8,0.0
87583,望鱼古镇,15,1,1,2,4.4,0.0
82013,白龙洞,8,1,1,2,4.4,0.0
39323174,广元市博物馆,65,1,1,2,4.5,0.0
71566472,海底隧道,3,1,1,0,0.0,0.0
24650843,缙云山黛湖,20,1,1,2,4.4,0.0
18119297,女皇温泉,14,1,1,3,4.4,0.0
10543433,嘉阳桫椤湖旅游景区,30,4,1,2,4.0,0.0
86407,龙脑桥,8,1,1,2,4.5,0.0
18658637,零公里,3,1,1,2,4.2,0.0
22866108,南津关古镇,8,1,1,2,3.9,0.0
130152352,恩阳船说,59,1,1,1,3.8,0.0
56807979,白龙江,20,1,1,1,4.7,0.0
36165632,川北道署,3,1,1,2,4.2,0.0
89531,岳池翠湖,20,1,1,3,4.5,0.0
55706169,熊贝悦儿童乐园,3,1,2,0,0.0,0.0
129745785,内江欢乐海底世界,21,1,1,1,4.1,0.0
56808874,日照金山,20,1,1,1,4.3,0.0
58279369,西充凤凰山,20,1,1,1,4.0,0.0
34201534,龙女湖旅游度假区,20,1,1,1,4.4,0.0
30237331,状元街,9,1,1,2,4.0,0.0
131914402,金刚碑快乐村庄,15,1,1,2,4.2,0.0
13647416,嘉陵第一桑梓,3,4,1,2,4.5,0.0
133846806,怪圈植物迷宫,54,1,2,0,0.0,0.0
82900,大观楼,3,1,1,2,4.1,0.0
24651114,阆中白塔,8,1,1,2,4.5,0.0
30814612,金兰花谷景区,3,1,1,2,3.6,0.0
93591,川北民俗文化园,30,1,1,2,4.3,0.0
15053097,虎峰山,20,1,1,2,4.1,0.0
30106145,盐都温泉,14,1,1,4,4.7,0.0
95709,大冰瀑布,20,1,1,2,4.4,0.0
30809031,银城花海,3,1,1,2,4.4,0.0
82806,五通桥,3,1,1,2,4.0,0.0
24649925,观音湖湿地公园,20,4,1,2,4.8,0.0
31660710,石羊场文化广场,18,1,1,2,4.9,0.0
82740,雷音寺,8,1,1,2,4.2,0.0
89486,巴巴寺,3,1,1,2,4.0,0.0
78150,嘉陵江小三峡,30,1,1,2,4.4,0.0
73334415,南充印象嘉陵江·上中坝湿地公园,28,1,1,2,4.1,0.0
10523017,达扎寺,8,1,1,2,4.6,0.0
22881173,梁山寺,8,1,1,2,4.0,0.0
15139050,秀湖公园,28,4,1,2,4.6,0.0
24651163,乐山汉崖墓博物馆,25,1,1,2,4.2,0.0
15054861,巴岳山,20,1,1,2,4.2,0.0
82745,仙峰寺,8,1,1,3,4.6,0.0
23122432,心景温泉,47,1,1,3,4.4,0.0
20940902,峨眉象城,3,1,1,2,4.8,0.0
10543773,惠远寺,8,1,1,2,4.7,0.0
89904,药池沸泉,47,1,1,2,3.9,0.0
20957552,雅家情海,20,1,1,1,4.6,0.0
55641203,七里坪七里镇,9,1,1,1,4.7,0.0
61948394,七里坪高空玻璃漂流,20,1,1,2,4.4,0.0
18126937,罗目古镇,15,1,1,2,4.2,0.0
126180964,冠英街古民居,8,1,1,1,4.4,0.0
13526228,中国有机生活公园,3,1,1,2,4.2,0.0
79582064,澜卡威假日水上休闲岛,55,1,1,2,3.5,0.0
131170447,little planet 小星球乐园,3,1,1,1,3.0,0.0
89478,陈寿万卷楼,8,1,1,2,4.4,0.0
89903,七色海,20,1,1,2,4.7,0.0
123219110,大唐松州·瓮城传奇,49,1,1,1,5.0,0.0
58308967,四川雅安市石棉县步行街,9,1,1,1,3.7,0.0
18134103,嘉定坊,3,1,1,2,4.5,0.0
85105,峨眉山博物馆,25,1,1,2,4.3,0.0
10548167,巴中章怀山旅游区,30,1,1,2,4.2,0.0
51867212,峨眉山涧雲中花岭,20,1,1,1,2.5,0.0
78401934,草科藏族乡,20,1,1,1,4.2,0.0
98373901,峨眉山直升机观光之旅,35,1,1,0,0.0,0.0
87871,青川东河口地震遗址公园,3,4,1,0,0.0,0.0
61424334,古郡·花果溪,3,1,1,2,3.5,0.0
134048044,牛背山国际露营地,3,1,1,1,5.0,0.0
98278604,日照金山,3,1,1,1,5.0,0.0
33589726,龙凤峡漂流,43,1,1,2,3.6,0.0
30803851,张澜故居,3,4,1,0,0.0,0.0
57153225,浮生温泉汤屋,14,1,1,1,5.0,0.0
32312399,蜀南花海,3,4,1,2,4.2,0.0
76346,双桥清音,20,1,1,3,4.4,0.0
28197467,蜀汉江油关,3,1,1,2,3.7,0.0
96850,柏林古镇,15,4,1,2,3.5,0.0
20971437,龙门大峡谷漂流,43,1,1,2,3.8,0.0
39228912,圣莲岛荷花博览园,3,4,1,2,4.5,0.0
24651797,奶子沟村,3,1,1,1,4.3,0.0
82874,白塔,8,1,1,2,4.3,0.0
15051111,玉龙山,30,1,1,2,4.3,0.0
100941,飞瀑流辉,30,1,1,2,4.4,0.0
31668627,苏坡公园,28,1,2,2,4.6,0.0
24650771,金川县,18,1,1,2,4.7,0.0
93558,阆中大佛寺,8,1,1,2,4.2,0.0
78131,青龙湖,20,1,1,2,4.2,0.0
73141273,大渡河大桥,3,1,1,2,4.6,0.0
82921,彝海,20,4,1,0,0.0,0.0
94152,七藏沟,20,1,1,2,4.3,0.0
49446155,古佛山,20,1,1,2,4.7,0.0
51568248,安岳石窟,8,1,1,1,4.0,0.0
133553285,篷客露营地（天府茶灵谷店）,32,1,1,1,5.0,0.0
90498487,开化寺,8,1,2,0,0.0,0.0
13455985,云锣山青龙峡漂流,23,1,1,2,4.5,0.0
13771427,大深南海风景区,20,1,1,2,3.5,0.0
24651976,牛佛古镇,15,1,1,2,4.4,0.0
85077,“天下名山”牌坊,18,1,1,2,4.4,0.0
82906,佛来山,51,4,1,2,4.7,0.0
82805,马边大风顶自然保护区,20,1,1,2,4.8,0.0
58279166,资阳木门寺,8,1,1,1,4.7,0.0
75862,扎如沟,30,1,1,2,4.5,0.0
27302703,庆大沟森林公园,20,1,1,2,4.8,0.0
13640726,索克藏寺,8,1,1,2,4.3,0.0
18658673,秀甲瀑布,20,1,1,2,4.5,0.0
15281762,九寨沟西部卓玛烤羊晚会,3,1,1,2,4.4,0.0
10524160,犍为文庙,8,1,1,2,4.4,0.0
76384,麻浩崖墓,8,1,1,2,4.3,0.0
56809067,回龙场老街,15,1,1,1,5.0,0.0
61131056,阆中古城-状元坊,8,1,1,2,4.3,0.0
56809752,红岩顶,3,1,1,0,0.0,0.0
18231607,文峰古街,9,1,1,3,4.5,0.0
33470022,华严洞,20,1,1,1,3.9,0.0
25464197,七藏沟长海子,20,1,1,2,4.8,0.0
50610616,白云山风景区,30,1,1,1,4.0,0.0
10759069,峨眉山瑜伽温泉,14,1,1,2,4.4,0.0
13698847,塔公佛学院,8,1,1,1,4.3,0.0
95995841,瓦屋山花海露营地,32,1,1,1,1.0,0.0
59733179,合川游船,59,1,1,2,4.9,0.0
50606087,高洞瀑布风景区,20,1,1,1,4.6,0.0
89924,雅哈景区,20,1,1,2,4.0,0.0
24651024,孔雀洞,8,1,1,1,4.0,0.0
130854201,南充爱情圣地红豆村,15,1,1,1,4.0,0.0
51567540,千佛寺,8,1,1,1,4.3,0.0
93554,富顺文庙,8,4,1,2,4.4,0.0
58307502,广元商业步行街,9,1,1,2,4.6,0.0
56806932,嫘祖风景区,8,1,1,1,3.0,0.0
121369957,满投文旅城·奇趣威尼斯,6,1,1,1,1.0,0.0
13703304,毗卢圣窟,8,1,1,1,5.0,0.0
91824,双龙海,20,1,1,2,4.4,0.0
18604516,扒昔加古寨,15,1,1,2,4.5,0.0
22715687,藏王寨老君山,20,1,1,2,3.6,0.0
53559341,林森.梦幻海螺湾水世界,62,1,1,1,4.3,0.0
24651931,内江大自然景园,20,1,1,2,4.3,0.0
38954429,四川宋瓷博物馆,65,1,1,2,4.8,0.0
86416,报恩塔,8,1,1,2,4.5,0.0
58279146,九襄古镇,15,1,1,1,4.0,0.0
10759071,四川峨眉山华生温泉,14,1,1,2,4.5,0.0
82782,乌尤寺,8,1,1,2,4.4,0.0
98275911,疯狂魔毯,3,1,2,0,0.0,0.0
24654228,印山公园,28,1,1,2,4.6,0.0
76354,红军长征纪念碑碑园,3,1,1,0,0.0,0.0
18572760,锦绣田园风景区,3,1,1,2,4.1,0.0
82845,金刚寺,8,1,1,2,4.5,0.0
82873,流杯池公园,28,4,1,2,4.3,0.0
23574960,尊胜白塔,8,1,1,2,4.6,0.0
91395,天鹅海,20,1,1,3,4.6,0.0
123857243,成都冰纷万象滑冰场,3,1,1,0,0.0,0.0
18655925,阿坝县郎依寺,3,1,1,1,4.5,0.0
15129216,缙云山生态旅游观光索道,3,1,1,2,4.5,0.0
28586827,乐和乐都水上乐园,64,1,1,2,4.5,0.0
93569,玉龙湖风景区,20,1,1,2,4.3,0.0
82869,龙华古镇,15,1,1,2,4.1,0.0
29067164,凤凰谷水上乐园,10,1,1,2,4.0,0.0
129092070,满投文旅城·满福水世界,3,1,1,1,2.0,0.0
18134122,太子坪,8,1,1,2,4.5,0.0
24654869,自贡花海,3,1,1,2,4.4,0.0
133979282,九寨鲁能胜地,66,1,1,2,5.0,0.0
78406050,广安侏罗纪乐园,4,1,1,1,5.0,0.0
51572618,岳池文庙,8,1,1,2,4.8,0.0
10548113,成都比如世界,3,1,1,2,4.1,0.0
131897313,四川大英县绿山微湖乐园,3,1,1,2,2.6,0.0
79142,丹云峡,30,1,1,2,4.5,0.0
51868093,朗池湿地公园,28,1,1,2,4.8,0.0
96994,思源广场,18,1,1,3,4.8,0.0
10759098,《圣象峨眉》演出,19,1,1,3,4.3,0.0
79459746,峨眉山熊猫飞拉达	,3,1,1,1,5.0,0.0
98275917,疯狂巴士,3,1,2,0,0.0,0.0
85650999,升钟湖娲仙谷,3,1,1,1,4.8,0.0
126839670,杨家河景区,20,1,1,1,4.5,0.0
71551950,白马藏寨,15,1,1,1,4.5,0.0
33199596,茶乡花海,3,1,1,1,2.3,0.0
24648762,北碚温泉寺,8,1,1,2,4.4,0.0
52526216,燊海森林欢乐岛水上乐园,64,1,1,2,4.2,0.0
91819,箭竹海瀑布,20,1,1,3,4.6,0.0
24652725,狮子山,20,1,1,1,4.8,0.0
24654870,彩灯公园动物园,53,1,1,2,4.6,0.0
28523384,金沙水上乐园,64,1,1,2,4.2,0.0
10751028,子昂故里文化旅游区,3,4,1,2,4.6,0.0
46240192,世外桃源风景区,66,1,1,1,3.8,0.0
73430430,艺术乐园天空之境沉浸式展览,34,1,1,0,0.0,0.0
10770500,风水博物馆,25,1,1,2,4.3,0.0
13629218,西坝古镇,15,1,1,2,4.4,0.0
67627706,永川博物馆,25,1,1,1,4.7,0.0
130887179,九寨沟润都温泉,47,1,1,1,5.0,0.0
50612437,过岗楼嫘祖文化,8,1,1,1,3.5,0.0
82748,九老洞,20,1,1,2,4.4,0.0
39252631,磨西红军长征纪念馆,3,1,1,0,0.0,0.0
89901,杜鹃峡,20,1,1,2,4.5,0.0
30447058,海螺沟半亩山庄温泉,47,1,1,1,4.3,0.0
89975,梭磨河峡谷,20,1,1,2,4.6,0.0
20938384,芭蕉沟,3,1,1,2,4.0,0.0
35190683,仙芝海啸水上乐园,64,1,1,2,2.4,0.0
91352,李家大院,3,1,1,2,4.2,0.0
81687445,汉源滑翔伞基地,35,1,1,1,5.0,0.0
58279111,大渡河峡谷公园,20,1,1,1,4.0,0.0
69289174,九寨天堂,30,1,1,0,0.0,0.0
77545056,天旋地转,3,1,2,0,0.0,0.0
103756387,世界茉莉博览园,74,1,1,2,3.6,0.0
87480,苍溪红军渡,3,4,1,0,0.0,0.0
22866091,甲根坝乡,9,1,1,1,3.9,0.0
55639194,七里坪禅道,3,1,1,1,4.2,0.0
79004624,王皮影博物馆,25,1,1,1,4.0,0.0
15036575,黄瓜山,20,1,1,2,4.3,0.0
85575,扎如寺,8,1,1,2,3.7,0.0
22881011,龙头山,20,1,1,0,0.0,0.0
46011154,赵化古镇,15,1,1,1,4.8,0.0
93590,天曌山国家森林公园,39,4,1,2,4.5,0.0
24653694,西南交通大学(峨眉校区),3,1,1,2,4.7,0.0
94825,日隆,78,1,1,2,4.3,0.0
51867222,峨秀湖公园,28,1,1,2,4.9,0.0
33793164,马尔康红军长征纪念馆,3,1,1,0,0.0,0.0
20957890,上季节海,20,1,1,2,4.4,0.0
56808562,养马峡风景区,20,1,1,2,3.3,0.0
35170463,布拉格小镇,9,1,1,1,3.2,0.0
10523616,贡嘎寺,51,1,1,2,4.5,0.0
30007539,农夫山泉峨眉山工业旅游示范基地,3,4,1,2,4.6,0.0
18648660,查真梁子,20,1,1,2,3.6,0.0
56776298,八美草原,39,1,1,1,4.4,0.0
24654764,忠山公园,28,1,1,2,4.5,0.0
98278577,万年索道,3,1,1,1,4.0,0.0
30555716,九寨沟藏家锅庄篝火晚会,49,1,1,1,2.0,0.0
61135444,阆中古城-浮桥,3,1,1,1,3.5,0.0
50961394,世纪乐都水上乐园,64,1,1,2,4.2,0.0
58259184,枫香湖儿童公园,28,1,1,2,4.3,0.0
29936862,九寨沟圣地藏家乐,3,1,1,1,2.0,0.0
129746983,马安农场,3,1,1,1,4.7,0.0
22866092,上木居村,20,1,1,1,4.3,0.0
69349356,巴旺海,30,1,1,1,4.2,0.0
56809523,宝梵寺,8,1,1,1,5.0,0.0
56809522,船石湖,20,1,1,1,5.0,0.0
121012381,飞鸿滑草场,3,1,1,1,1.0,0.0
18061328,红池,20,1,1,1,4.4,0.0
22866147,尕里台草原,39,1,1,1,3.6,0.0
10543506,老霄顶,3,1,1,2,4.5,0.0
131134296,八尔湖旅游度假区,20,1,1,0,0.0,0.0
10521418,老舍旧居,3,1,1,0,0.0,0.0
102649296,锦湖小镇假日公园,3,1,1,2,2.4,0.0
22866191,内江西林寺,8,1,1,2,4.5,0.0
39228828,龙潭峡漂流风景区,20,1,1,1,5.0,0.0
51686333,法螺观景台,18,1,1,1,4.0,0.0
96813,龙角山,20,1,1,2,4.6,0.0
10534532,蟠龙湖公园,28,1,1,2,4.6,0.0
24653682,西华师范大学,3,1,1,2,4.7,0.0
10543403,峨秀湖,20,1,1,2,4.6,0.0
30611681,花香田园,54,1,1,2,4.2,0.0
48550134,云中贡嘎,49,1,1,1,5.0,0.0
69575149,长江黄河分水岭,20,1,1,1,1.7,0.0
95498122,香薰谷,3,1,1,1,4.0,0.0
36051697,峨眉山蒲公英滑翔伞俱乐部,3,1,1,2,4.9,0.0
56776250,神仙包景区,20,1,1,1,4.7,0.0
93553,富顺西湖,20,1,1,2,4.0,0.0
85083,摩崖石刻,8,1,1,2,4.4,0.0
84902410,莲花山,20,1,1,2,5.0,0.0
25022306,人民公园,28,1,1,2,4.4,0.0
86400,九狮山,20,1,1,2,3.4,0.0
84019401,葫芦坝睡养小镇,9,1,1,1,5.0,0.0
79745411,中国水富滑翔伞基地,35,1,1,0,0.0,0.0
100933,下季节海,20,1,1,2,4.3,0.0
20940780,峨眉圣灯,18,1,1,2,4.4,0.0
23574883,蒲尔玛,3,1,1,1,5.0,0.0
103185529,彩山四季花海,3,1,1,1,2.5,0.0
24032362,南山石刻,8,1,1,2,4.6,0.0
24653501,阆中文庙,8,1,1,2,4.2,0.0
84556769,隆昌万花谷,3,1,1,2,4.0,0.0
24652871,水观音风景区,8,1,1,2,4.3,0.0
36699169,紫霞宫,8,1,1,1,4.5,0.0
98277748,解读金沙陈列馆,25,1,2,0,0.0,0.0
30813315,花芊谷农业科技园,54,1,1,1,4.5,0.0
18134137,郭沫若故居,3,4,1,0,0.0,0.0
13644420,岚安古镇,15,1,1,1,4.0,0.0
70539883,宜宾长江公园,28,1,1,2,4.5,0.0
18655842,观音庙,8,1,1,2,4.5,0.0
93604,乐至报国寺,8,1,1,2,4.6,0.0
18655948,直波碉群,8,1,1,1,4.8,0.0
10543286,桓侯宫,8,1,1,2,4.6,0.0
82322,永川卫星湖,20,1,1,2,4.3,0.0
10795200,昭化牛头山,20,1,1,2,4.5,0.0
69288782,天雄关古蜀道,18,1,1,1,4.0,0.0
24648644,白河金丝猴自然保护区,53,1,1,1,3.9,0.0
58261212,蓬莱公园,28,1,1,2,4.9,0.0
78937582,光头山,20,1,1,1,4.5,0.0
25466917,凤垭山风景区,20,1,1,2,4.4,0.0
58279245,四川资中县文庙,8,1,1,1,4.0,0.0
100932,荷叶寨,20,1,1,2,4.1,0.0
25647225,玫瑰庄园,54,1,1,1,2.5,0.0
20952351,田海子山,20,1,1,1,4.6,0.0
10795362,苍溪梨博园,54,4,1,2,4.4,0.0
100939,黄龙洞,20,1,1,2,4.5,0.0
131903606,八郎生都村,3,1,1,0,0.0,0.0
23576787,祝桑乡,15,1,1,1,4.5,0.0
24654418,云顶寨景区,15,1,1,2,4.0,0.0
120608390,丁氏庄园,8,1,1,1,4.0,0.0
101503135,meland儿童成长乐园（成都悠方购物中心店）,3,1,1,0,0.0,0.0
31676848,重庆熙街,9,1,1,2,4.8,0.0
82838,莲花海,30,1,1,2,4.4,0.0
18213635,香格里拉演艺宫藏羌歌舞晚会,49,1,1,1,4.2,0.0
48057180,七坪寨,3,1,1,1,3.7,0.0
130369307,百牛渡江,20,1,1,1,5.0,0.0
56807980,千坝草原,39,1,1,1,1.0,0.0
52030304,四川省体育馆-篮球广场,3,1,1,2,4.6,0.0
33782641,五彩荷园,20,1,1,2,4.5,0.0
30629831,铁炉乡古镇,15,1,1,1,5.0,0.0
38954513,赵一曼纪念馆,3,1,1,0,0.0,0.0
79582066,峨眉山芷筑温泉,47,1,1,0,0.0,0.0
58279373,朱德同志故居纪念馆,3,1,1,0,0.0,0.0
51764309,海螺沟冰川索道-上站,6,1,1,1,5.0,0.0
130853760,星球部落,3,1,1,1,3.8,0.0
39818161,柠都乐园,6,1,1,0,0.0,0.0
51867224,峨眉山佛光花海,8,1,1,1,4.6,0.0
58296296,遂宁灵泉寺,8,1,1,1,5.0,0.0
91004349,百家姓古镇,3,1,1,1,4.0,0.0
106596652,红原瓦切红军长征纪念碑,3,1,1,0,0.0,0.0
24654183,宜宾市博物馆,25,1,1,2,4.3,0.0
130843298,广安蜗牛部落,3,1,1,1,4.6,0.0
81533760,白塔公园,28,1,1,1,4.5,0.0
10543287,乐山乌木文化博览苑,25,4,1,2,3.0,0.0
58279172,南充腾王阁,3,1,1,1,4.0,0.0
91394,芳草海,20,1,1,3,4.6,0.0
133981513,北泉村,3,1,1,0,0.0,0.0
31668643,东较场特色街区,9,1,1,2,4.4,0.0
97502025,红石滩,20,1,1,1,4.0,0.0
69341196,裕河,20,1,1,1,3.0,0.0
25138193,龙茶花海,3,4,1,2,4.3,0.0
69291636,龙门阁,20,4,1,0,0.0,0.0
10793208,天工开物文化旅游景区,25,1,1,3,4.7,0.0
58279243,卓筒井,8,1,1,1,4.9,0.0
97769144,清沟漂流,43,1,1,1,2.3,0.0
69547005,圣灵山大溶洞,20,1,1,1,4.0,0.0
101792,永川香海温泉,47,1,1,3,3.9,0.0
55881911,海螺湾水世界,62,1,1,1,2.8,0.0
91951486,月坝,3,1,1,1,5.0,0.0
96814,新政离堆,3,1,1,2,4.4,0.0
22866180,中国红海生态旅游景区,9,1,1,2,3.7,0.0
38497371,硅化木国家地质公园,25,1,1,1,4.0,0.0
111148130,背峰山公园,28,1,1,1,5.0,0.0
13640981,明月峡古栈道遗址,3,1,1,0,0.0,0.0
39070464,铁道兵博物馆,3,1,1,0,0.0,0.0
38954423,张澜纪念馆,3,1,1,0,0.0,0.0
47972764,炫彩万木源乡村旅游景区,30,1,1,2,3.7,0.0
51560887,云崖寺,8,1,1,1,5.0,0.0
10543642,松岗碉楼,3,1,1,1,4.5,0.0
104588977,蓝色气流跳伞基地,35,1,1,0,0.0,0.0
58278397,丹巴碉楼,3,1,1,1,4.0,0.0
71566166,玉垒关,8,1,1,1,4.3,0.0
